design_id,design_type,rtl_chars,module_count,num_specs,avg_syntax,avg_functionality,total_proven,total_falsified,total_undetermined,avg_tool_calls,avg_jg_iterations,avg_wall_time_s,total_wall_time_s
ni_16_nn_4_ne_8_wd_32_opd_5_0,fsm,1745,1,3,1.0,0.8333333333333334,5,3,0,7.666666666666667,2.3333333333333335,86.33024740219116,258.9907422065735
ni_4_nn_4_ne_4_wd_32_opd_2_0,fsm,1164,1,3,0.6666666666666666,0.6666666666666666,3,0,0,2.3333333333333335,0.6666666666666666,199.9901967048645,599.9705901145935
ni_4_nn_4_ne_4_wd_32_opd_3_0,fsm,1176,1,3,1.0,1.0,3,0,0,3.3333333333333335,1.0,37.17915360132853,111.5374608039856
ni_4_nn_8_ne_16_wd_32_opd_5_0,fsm,2380,1,3,1.0,1.0,4,0,0,5.333333333333333,1.0,53.56746474901835,160.70239424705505
ns_10-w_128-opd_3-2,pipeline,8636,11,3,1.0,1.0,4,0,0,5.666666666666667,1.3333333333333333,67.31538430849712,201.94615292549133
ns_2-w_128-opd_2-0,pipeline,2409,3,3,1.0,1.0,4,0,0,6.333333333333333,1.3333333333333333,200.02949182192484,600.0884754657745
