design_id,design_type,rtl_chars,module_count,num_specs,avg_syntax,avg_functionality,total_proven,total_falsified,total_undetermined,avg_tool_calls,avg_jg_iterations,avg_wall_time_s,total_wall_time_s
ni_16_nn_16_ne_16_wd_32_opd_2_0,,0,0,3,1.0,1.0,3,0,0,0,0,0,0
ni_16_nn_16_ne_16_wd_32_opd_3_0,,0,0,3,1.0,1.0,3,0,0,0,0,0,0
ni_16_nn_16_ne_16_wd_32_opd_4_0,,0,0,3,0.6666666666666666,0.3333333333333333,1,1,0,0,0,0,0
ni_16_nn_16_ne_16_wd_32_opd_5_0,,0,0,3,0.6666666666666666,0.6666666666666666,3,0,0,0,0,0,0
ni_16_nn_16_ne_32_wd_32_opd_2_0,,0,0,3,1.0,0.6666666666666666,2,2,0,0,0,0,0
ni_16_nn_16_ne_32_wd_32_opd_3_0,,0,0,3,1.0,1.0,3,0,0,0,0,0,0
ni_16_nn_16_ne_32_wd_32_opd_4_0,,0,0,3,1.0,1.0,3,0,0,0,0,0,0
ni_16_nn_16_ne_32_wd_32_opd_5_0,,0,0,3,0.6666666666666666,0.6666666666666666,2,0,0,0,0,0,0
ni_16_nn_16_ne_48_wd_32_opd_2_0,,0,0,3,1.0,1.0,3,0,0,0,0,0,0
ni_16_nn_16_ne_48_wd_32_opd_3_0,,0,0,3,1.0,0.6666666666666666,2,1,0,0,0,0,0
ni_16_nn_16_ne_48_wd_32_opd_4_0,,0,0,3,1.0,1.0,3,0,0,0,0,0,0
ni_16_nn_16_ne_48_wd_32_opd_5_0,,0,0,3,1.0,0.6666666666666666,2,1,0,0,0,0,0
ni_16_nn_16_ne_64_wd_32_opd_2_0,,0,0,3,0.6666666666666666,0.6666666666666666,2,0,0,0,0,0,0
ni_16_nn_16_ne_64_wd_32_opd_3_0,,0,0,3,0.3333333333333333,0.0,0,1,0,0,0,0,0
ni_16_nn_16_ne_64_wd_32_opd_4_0,,0,0,3,1.0,0.3333333333333333,1,2,0,0,0,0,0
ni_16_nn_16_ne_64_wd_32_opd_5_0,,0,0,3,0.6666666666666666,0.3333333333333333,16,1,0,0,0,0,0
ni_16_nn_4_ne_12_wd_32_opd_2_0,,0,0,3,0.6666666666666666,0.3333333333333333,1,1,0,0,0,0,0
ni_16_nn_4_ne_12_wd_32_opd_3_0,,0,0,3,0.3333333333333333,0.0,0,1,0,0,0,0,0
ni_16_nn_4_ne_12_wd_32_opd_4_0,,0,0,3,0.3333333333333333,0.3333333333333333,1,0,0,0,0,0,0
ni_16_nn_4_ne_12_wd_32_opd_5_0,,0,0,3,1.0,0.3333333333333333,1,2,0,0,0,0,0
ni_16_nn_4_ne_16_wd_32_opd_2_0,,0,0,3,0.6666666666666666,0.0,0,2,0,0,0,0,0
ni_16_nn_4_ne_16_wd_32_opd_3_0,,0,0,3,0.6666666666666666,0.3333333333333333,1,1,0,0,0,0,0
ni_16_nn_4_ne_16_wd_32_opd_4_0,,0,0,3,1.0,0.6666666666666666,2,1,0,0,0,0,0
ni_16_nn_4_ne_16_wd_32_opd_5_0,,0,0,3,1.0,1.0,3,0,0,0,0,0,0
ni_16_nn_4_ne_4_wd_32_opd_2_0,,0,0,3,1.0,0.6666666666666666,5,1,0,0,0,0,0
ni_16_nn_4_ne_4_wd_32_opd_3_0,,0,0,3,0.3333333333333333,0.0,0,1,0,0,0,0,0
ni_16_nn_4_ne_4_wd_32_opd_4_0,,0,0,3,1.0,0.16666666666666666,1,3,0,0,0,0,0
ni_16_nn_4_ne_4_wd_32_opd_5_0,,0,0,3,0.6666666666666666,0.6666666666666666,2,0,0,0,0,0,0
ni_16_nn_4_ne_8_wd_32_opd_2_0,,0,0,3,0.3333333333333333,0.0,0,1,0,0,0,0,0
ni_16_nn_4_ne_8_wd_32_opd_3_0,,0,0,3,0.6666666666666666,0.6666666666666666,2,0,0,0,0,0,0
ni_16_nn_4_ne_8_wd_32_opd_4_0,,0,0,3,1.0,0.5,2,2,0,0,0,0,0
ni_16_nn_4_ne_8_wd_32_opd_5_0,,0,0,3,0.6666666666666666,0.3333333333333333,1,1,0,0,0,0,0
ni_16_nn_8_ne_16_wd_32_opd_2_0,,0,0,3,1.0,1.0,4,0,0,0,0,0,0
ni_16_nn_8_ne_16_wd_32_opd_3_0,,0,0,3,1.0,1.0,4,0,0,0,0,0,0
ni_16_nn_8_ne_16_wd_32_opd_4_0,,0,0,3,0.6666666666666666,0.3333333333333333,1,1,0,0,0,0,0
ni_16_nn_8_ne_16_wd_32_opd_5_0,,0,0,3,1.0,0.6666666666666666,2,1,0,0,0,0,0
ni_16_nn_8_ne_24_wd_32_opd_2_0,,0,0,3,0.3333333333333333,0.0,0,1,0,0,0,0,0
ni_16_nn_8_ne_24_wd_32_opd_3_0,,0,0,3,0.6666666666666666,0.6666666666666666,2,0,0,0,0,0,0
ni_16_nn_8_ne_24_wd_32_opd_4_0,,0,0,3,0.6666666666666666,0.6666666666666666,2,0,0,0,0,0,0
ni_16_nn_8_ne_24_wd_32_opd_5_0,,0,0,3,0.3333333333333333,0.0,0,1,0,0,0,0,0
ni_16_nn_8_ne_32_wd_32_opd_2_0,,0,0,3,0.6666666666666666,0.3333333333333333,1,1,0,0,0,0,0
ni_16_nn_8_ne_32_wd_32_opd_3_0,,0,0,3,0.6666666666666666,0.6666666666666666,2,0,0,0,0,0,0
ni_16_nn_8_ne_32_wd_32_opd_4_0,,0,0,3,1.0,0.5,3,2,0,0,0,0,0
ni_16_nn_8_ne_32_wd_32_opd_5_0,,0,0,3,1.0,0.3333333333333333,1,2,0,0,0,0,0
ni_16_nn_8_ne_8_wd_32_opd_2_0,,0,0,3,0.3333333333333333,0.0,0,1,0,0,0,0,0
ni_16_nn_8_ne_8_wd_32_opd_3_0,,0,0,3,0.6666666666666666,0.0,0,3,0,0,0,0,0
ni_16_nn_8_ne_8_wd_32_opd_4_0,,0,0,3,0.3333333333333333,0.3333333333333333,1,0,0,0,0,0,0
ni_16_nn_8_ne_8_wd_32_opd_5_0,,0,0,3,0.6666666666666666,0.6666666666666666,2,0,0,0,0,0,0
ni_4_nn_16_ne_16_wd_32_opd_2_0,,0,0,3,0.0,0.0,0,0,0,0,0,0,0
ni_4_nn_16_ne_16_wd_32_opd_3_0,,0,0,3,1.0,1.0,3,0,0,0,0,0,0
ni_4_nn_16_ne_16_wd_32_opd_4_0,,0,0,3,0.0,0.0,0,0,0,0,0,0,0
ni_4_nn_16_ne_16_wd_32_opd_5_0,,0,0,3,0.3333333333333333,0.0,0,1,0,0,0,0,0
ni_4_nn_16_ne_32_wd_32_opd_2_0,,0,0,3,1.0,0.3333333333333333,1,2,0,0,0,0,0
ni_4_nn_16_ne_32_wd_32_opd_3_0,,0,0,3,1.0,0.6666666666666666,2,1,0,0,0,0,0
ni_4_nn_16_ne_32_wd_32_opd_4_0,,0,0,3,1.0,0.6666666666666666,2,1,0,0,0,0,0
ni_4_nn_16_ne_32_wd_32_opd_5_0,,0,0,3,1.0,0.3333333333333333,1,2,0,0,0,0,0
ni_4_nn_16_ne_48_wd_32_opd_2_0,,0,0,3,1.0,0.3333333333333333,1,2,0,0,0,0,0
ni_4_nn_16_ne_48_wd_32_opd_3_0,,0,0,3,1.0,0.3333333333333333,1,2,0,0,0,0,0
ni_4_nn_16_ne_48_wd_32_opd_4_0,,0,0,3,1.0,0.5,2,2,0,0,0,0,0
ni_4_nn_16_ne_48_wd_32_opd_5_0,,0,0,3,0.6666666666666666,0.6666666666666666,3,0,0,0,0,0,0
ni_4_nn_16_ne_64_wd_32_opd_2_0,,0,0,3,1.0,0.6666666666666666,2,1,0,0,0,0,0
ni_4_nn_16_ne_64_wd_32_opd_3_0,,0,0,3,0.6666666666666666,0.3333333333333333,1,1,0,0,0,0,0
ni_4_nn_16_ne_64_wd_32_opd_4_0,,0,0,3,1.0,0.3333333333333333,1,2,0,0,0,0,0
ni_4_nn_16_ne_64_wd_32_opd_5_0,,0,0,3,1.0,0.3333333333333333,1,2,0,0,0,0,0
ni_4_nn_4_ne_12_wd_32_opd_2_0,,0,0,3,0.3333333333333333,0.0,0,1,0,0,0,0,0
ni_4_nn_4_ne_12_wd_32_opd_3_0,,0,0,3,0.3333333333333333,0.0,0,1,0,0,0,0,0
ni_4_nn_4_ne_12_wd_32_opd_4_0,,0,0,3,1.0,1.0,3,0,0,0,0,0,0
ni_4_nn_4_ne_12_wd_32_opd_5_0,,0,0,3,0.6666666666666666,0.3333333333333333,1,1,0,0,0,0,0
ni_4_nn_4_ne_16_wd_32_opd_2_0,,0,0,3,0.6666666666666666,0.6666666666666666,2,0,0,0,0,0,0
ni_4_nn_4_ne_16_wd_32_opd_3_0,,0,0,3,0.6666666666666666,0.6666666666666666,2,0,0,0,0,0,0
ni_4_nn_4_ne_16_wd_32_opd_4_0,,0,0,3,0.6666666666666666,0.5,2,1,0,0,0,0,0
ni_4_nn_4_ne_16_wd_32_opd_5_0,,0,0,3,1.0,0.6666666666666666,2,1,0,0,0,0,0
ni_4_nn_4_ne_4_wd_32_opd_2_0,,0,0,3,0.6666666666666666,0.3333333333333333,1,1,0,0,0,0,0
ni_4_nn_4_ne_4_wd_32_opd_3_0,,0,0,3,1.0,1.0,3,0,0,0,0,0,0
ni_4_nn_4_ne_4_wd_32_opd_4_0,,0,0,3,1.0,0.6666666666666666,2,1,0,0,0,0,0
ni_4_nn_4_ne_4_wd_32_opd_5_0,,0,0,3,0.6666666666666666,0.3333333333333333,1,1,0,0,0,0,0
ni_4_nn_4_ne_8_wd_32_opd_2_0,,0,0,3,0.6666666666666666,0.3333333333333333,1,1,0,0,0,0,0
ni_4_nn_4_ne_8_wd_32_opd_3_0,,0,0,3,1.0,0.5,2,2,0,0,0,0,0
ni_4_nn_4_ne_8_wd_32_opd_4_0,,0,0,3,0.3333333333333333,0.0,0,1,0,0,0,0,0
ni_4_nn_4_ne_8_wd_32_opd_5_0,,0,0,3,0.3333333333333333,0.3333333333333333,1,0,0,0,0,0,0
ni_4_nn_8_ne_16_wd_32_opd_2_0,,0,0,3,1.0,1.0,3,0,0,0,0,0,0
ni_4_nn_8_ne_16_wd_32_opd_3_0,,0,0,3,0.6666666666666666,0.6666666666666666,2,0,0,0,0,0,0
ni_4_nn_8_ne_16_wd_32_opd_4_0,,0,0,3,0.6666666666666666,0.6666666666666666,2,0,0,0,0,0,0
ni_4_nn_8_ne_16_wd_32_opd_5_0,,0,0,3,0.6666666666666666,0.6666666666666666,2,0,0,0,0,0,0
ni_4_nn_8_ne_24_wd_32_opd_2_0,,0,0,3,0.6666666666666666,0.6666666666666666,2,0,0,0,0,0,0
ni_4_nn_8_ne_24_wd_32_opd_3_0,,0,0,3,0.6666666666666666,0.3333333333333333,1,1,0,0,0,0,0
ni_4_nn_8_ne_24_wd_32_opd_4_0,,0,0,3,1.0,1.0,3,0,0,0,0,0,0
