design_id,design_type,rtl_chars,module_count,num_specs,avg_syntax,avg_functionality,total_proven,total_falsified,total_undetermined,avg_tool_calls,avg_jg_iterations,avg_wall_time_s,total_wall_time_s
ni_16_nn_16_ne_16_wd_32_opd_3_0,,0,1,3,1.0,1.0,3,0,0,4.333333333333333,1.0,56.818885723749794,170.4566571712494
ni_16_nn_16_ne_32_wd_32_opd_5_0,,0,1,3,0.6666666666666666,0.6666666666666666,2,0,0,2.6666666666666665,0.6666666666666666,352.81376552581787,1058.4412965774536
ni_16_nn_16_ne_64_wd_32_opd_3_0,,0,1,3,1.0,0.3333333333333333,2,2,0,7.0,2.6666666666666665,88.36730313301086,265.1019093990326
ni_16_nn_16_ne_64_wd_32_opd_5_0,,0,1,3,0.6666666666666666,0.6666666666666666,3,0,0,3.0,1.0,187.82573215166727,563.4771964550018
ni_16_nn_4_ne_12_wd_32_opd_3_0,,0,1,3,1.0,0.6666666666666666,2,1,0,4.0,1.6666666666666667,55.40988731384277,166.22966194152832
ni_16_nn_4_ne_16_wd_32_opd_3_0,,0,1,3,1.0,1.0,3,0,0,6.333333333333333,1.0,63.854600270589195,191.56380081176758
ni_16_nn_4_ne_8_wd_32_opd_5_0,,0,1,3,0.3333333333333333,0.3333333333333333,1,0,0,4.333333333333333,2.0,232.01628573735556,696.0488572120667
ni_16_nn_8_ne_16_wd_32_opd_2_0,,0,1,3,1.0,1.0,3,0,0,3.3333333333333335,1.6666666666666667,54.958802938461304,164.8764088153839
ni_16_nn_8_ne_24_wd_32_opd_3_0,,0,1,3,0.3333333333333333,0.3333333333333333,1,0,0,1.6666666666666667,1.3333333333333333,329.7282898426056,989.1848695278168
ni_16_nn_8_ne_24_wd_32_opd_5_0,,0,1,3,0.3333333333333333,0.3333333333333333,2,0,0,4.333333333333333,2.0,219.21876486142477,657.6562945842743
ni_16_nn_8_ne_32_wd_32_opd_5_0,,0,1,3,1.0,1.0,4,0,0,3.3333333333333335,1.3333333333333333,41.811936140060425,125.43580842018127
ni_4_nn_16_ne_16_wd_32_opd_2_0,,0,1,3,1.0,0.6666666666666666,2,1,0,5.333333333333333,2.0,61.075886487960815,183.22765946388245
ni_4_nn_16_ne_32_wd_32_opd_4_0,,0,1,3,0.6666666666666666,0.6666666666666666,2,0,0,2.6666666666666665,0.6666666666666666,191.25745312372842,573.7723593711853
ni_4_nn_4_ne_4_wd_32_opd_2_0,,0,1,3,0.6666666666666666,0.3333333333333333,1,1,0,2.6666666666666665,2.0,195.41149457295737,586.2344837188721
ni_4_nn_4_ne_4_wd_32_opd_3_0,,0,1,3,0.6666666666666666,0.3333333333333333,1,1,0,3.6666666666666665,1.3333333333333333,197.70651626586914,593.1195487976074
ni_4_nn_4_ne_8_wd_32_opd_3_0,,0,1,3,0.3333333333333333,0.3333333333333333,1,0,0,2.0,1.3333333333333333,346.57765769958496,1039.7329730987549
ni_4_nn_8_ne_16_wd_32_opd_5_0,,0,1,3,0.3333333333333333,0.0,0,2,0,1.3333333333333333,1.0,348.3118322690328,1044.9354968070984
ni_4_nn_8_ne_32_wd_32_opd_2_0,,0,1,3,1.0,0.3333333333333333,1,3,0,7.333333333333333,2.3333333333333335,232.74871142705283,698.2461342811584
ni_4_nn_8_ne_32_wd_32_opd_5_0,,0,1,3,0.6666666666666666,0.6666666666666666,3,0,0,6.333333333333333,2.3333333333333335,72.81178410847981,218.43535232543945
ns_10-w_128-opd_3-1,,0,11,3,0.6666666666666666,0.6666666666666666,2,0,0,4.666666666666667,1.3333333333333333,210.28218730290732,630.8465619087219
ns_10-w_128-opd_3-2,,0,11,3,0.3333333333333333,0.3333333333333333,1,0,0,2.3333333333333335,0.6666666666666666,340.9020794232686,1022.7062382698059
ns_10-w_128-opd_5-5,,0,11,3,0.6666666666666666,0.4444444444444444,2,2,0,6.666666666666667,2.3333333333333335,98.16395592689514,294.4918677806854
ns_2-w_128-opd_2-0,,0,3,3,0.6666666666666666,0.6666666666666666,7,0,0,4.0,0.6666666666666666,375.4263977209727,1126.279193162918
ns_2-w_128-opd_2-4,,0,3,3,0.6666666666666666,0.5833333333333334,4,1,0,5.666666666666667,2.0,235.90633416175842,707.7190024852753
ns_2-w_128-opd_2-5,,0,3,3,1.0,1.0,3,0,0,5.0,1.0,70.13688516616821,210.41065549850464
ns_2-w_128-opd_4-0,,0,3,3,0.3333333333333333,0.3333333333333333,1,0,0,4.666666666666667,2.0,210.64149268468222,631.9244780540466
ns_2-w_128-opd_4-2,,0,3,3,0.6666666666666666,0.3333333333333333,1,1,0,6.666666666666667,2.3333333333333335,97.53814355532329,292.61443066596985
ns_2-w_128-opd_4-3,,0,3,3,0.6666666666666666,0.3333333333333333,1,2,0,6.666666666666667,2.3333333333333335,93.3837366104126,280.1512098312378
ns_2-w_128-opd_5-0,,0,3,3,1.0,0.6666666666666666,2,1,0,6.0,1.6666666666666667,77.08845408757527,231.26536226272583
ns_5-w_128-opd_2-4,,0,6,3,1.0,1.0,4,0,0,4.0,1.0,54.003270864486694,162.00981259346008
ns_5-w_128-opd_2-5,,0,6,3,0.6666666666666666,0.6666666666666666,2,0,0,2.3333333333333335,1.3333333333333333,187.21821538607279,561.6546461582184
ns_5-w_128-opd_3-2,,0,6,3,1.0,0.6666666666666666,3,1,0,6.666666666666667,1.6666666666666667,113.24473365147908,339.73420095443726
ns_5-w_128-opd_4-0,,0,6,3,0.6666666666666666,0.6666666666666666,2,0,0,6.666666666666667,1.6666666666666667,97.73361865679423,293.2008559703827
ns_50-w_128-opd_2-5,,0,51,3,1.0,0.7777777777777778,3,2,0,7.0,1.6666666666666667,94.99940037727356,284.9982011318207
ns_50-w_128-opd_3-5,,0,51,3,1.0,0.3333333333333333,3,2,0,7.0,2.3333333333333335,98.75652535756429,296.26957607269287
ns_50-w_128-opd_4-4,,0,51,3,1.0,0.6666666666666666,2,1,0,8.0,2.0,102.81585955619812,308.44757866859436
